stockemotions_full
id,date,ticker,emo_label,senti_label,original,processed
103098,2020-05-28,DIS,optimism,bullish,$DIS not letting it drop below $118😄😄,Disney not letting it drop below $118 [grinning face with smiling eyes]
103099,2020-05-28,TSLA,belief,bullish,$TSLA hasn’t moved in such a narrow range like this since last December. 🤦🏼‍♀️ i’m still eyeing Breakout in the $900 range,Tesla hasn’t moved in such a narrow range like this since last December.  [woman facepalming medium light skin tone]  i’m still eyeing Breakout in the $900 range
103100,2020-05-28,BA,surprise,bullish,$BA I can’t believe the bears actually think it’s going to close under $150 and settle at about $144 🤣🤣🤣🤣,Boeing I can’t believe the bears actually think it’s going to close under $150 and settle at about $144  [rolling on the floor laughing]
103101,2020-05-28,CCL,excitement,bullish,$CCL quite the bounce off 16 😎🔥📈,Carnival quite the bounce off 16  [smiling face with sunglasses]  [fire]  [chart increasing]
103102,2020-05-28,CCL,disgust,bullish,$CCL bought the dip at $16.10 🤷🏽‍♂️👍🏼,Carnival bought the dip at $16.10  [man shrugging medium skin tone]  [thumbs up medium light skin tone]
103103,2020-05-28,TSLA,optimism,bearish,$TSLA Wouldn`t it be nice if Powell would press the wrong button for a moment and sell the ETFs now 🤗,Tesla Wouldn`t it be nice if Powell would press the wrong button for a moment and sell the ETFs now  [smiling face with open hands]
103104,2020-05-28,DIS,anxiety,bearish,$DIS when I see mostly bullish posts here its time to buy puts 😆,Disney when I see mostly bullish posts here its time to buy puts  [grinning squinting face]
103105,2020-05-28,TSLA,confusion,bearish,$TSLA I wonder when Elon starts dumping shares so he can exercise all these options 🤔 he has to hold for 5 years and put up a ton of money,Tesla I wonder when Elon starts dumping shares so he can exercise all these options  [thinking face]  he has to hold for 5 years and put up a ton of money
103106,2020-05-28,JPM,disgust,bearish,$JPM don't fight it just go sub 100 😏,JPMorgan don't fight it just go sub 100  [smirking face]
103107,2020-05-29,TSLA,confusion,bearish,$TSLA This POS freaks me out! This is overvalued and no we won't go higher. How often do you want to try? 🙄,Tesla This POS freaks me out! This is overvalued and no we won't go higher. How often do you want to try?  [face with rolling eyes]
103108,2020-05-29,WMT,disgust,bullish,$WMT officially the worst pos ever 😂 still long tho,Walmart officially the worst pos ever  [face with tears of joy]  still long tho
103109,2020-05-29,TSLA,disgust,bearish,$TSLA did this stock even open this week ? 😂😂😂😂,Tesla did this stock even open this week ?  [face with tears of joy]
103110,2020-05-29,BABA,confusion,bearish,"$BABA why the f#ck is this going up? is any one thinking orange is going to be anything less than brutal to good ol China? I dont get it, I was expecting my short to be juicy by now 🙄🙄","Alibaba why the f#ck is this going up? is any one thinking orange is going to be anything less than brutal to good ol China? I dont get it, I was expecting my short to be juicy by now  [face with rolling eyes]  "
103111,2020-05-29,BA,excitement,bullish,$BA 130s baby 🚀🚀🚀 I want to start my long position for the summer,Boeing 130s baby  [rocket]    I want to start my long position for the summer
103112,2020-05-29,JPM,belief,bearish,$JPM weird pump on SPY on bad news but ok.. EOD selloff and we are back in business 😏,JPMorgan weird pump on SPY on bad news but ok.. EOD selloff and we are back in business  [smirking face]
103113,2020-05-29,PYPL,belief,bullish,"$PYPL love the vision as well as the company stock 💯 
I’m following the fin-tech industry, and what Paypal is doing at the moment is the future 🎉","PayPal love the vision as well as the company stock  [hundred points]  
I’m following the fin-tech industry, and what Paypal is doing at the moment is the future  [party popper] "
103114,2020-05-29,BABA,disgust,bullish,$BABA Sherry stoped posting on BABA board 😂 wait till we have a red day. 😆,Alibaba Sherry stoped posting on BABA board  [face with tears of joy]  wait till we have a red day.  [grinning squinting face]
103115,2020-05-29,NFLX,excitement,bullish,$NFLX yup I’m ready for 450 😘🚀,Netflix yup I’m ready for 450  [face blowing a kiss]  [rocket]
103116,2020-05-29,TSLA,amusement,bullish,$TSLA  DOES ANYONE KNOW WEN IS THE UPCOMING BATREY DAY ✊🏽😎,Tesla  DOES ANYONE KNOW WEN IS THE UPCOMING BATREY DAY  [raised fist medium skin tone]  [smiling face with sunglasses]
103117,2020-05-30,TSLA,excitement,bullish,$TSLA Tesla paid for this groovy hot tub.  Thanks Elon! 😘🎉🥂,Tesla Tesla paid for this groovy hot tub.  Thanks Elon!  [face blowing a kiss]  [party popper]  [clinking glasses]
103118,2020-05-30,TSLA,excitement,bullish,"$TSLA 

UK 🇬🇧 wants a Tesla GF5 !! 

No problem show me the money UK! 🚀🚀🇬🇧","Tesla 

UK  [United Kingdom]  wants a Tesla GF5 !! 

No problem show me the money UK!  [rocket]"
103119,2020-05-30,TSLA,belief,bullish,$TSLA glad I held💪🏽 looking for a gap up Monday👀,Tesla glad I held [flexed biceps medium skin tone]  looking for a gap up Monday [eyes]
103120,2020-05-30,TSLA,belief,bullish,$TSLA the 900$ calls always a good play when bulls out!!✅,Tesla the 900$ calls always a good play when bulls out!! [check mark button]
103121,2020-05-30,AAPL,optimism,bearish,"$AAPL super cycle's done 🍎fam, it's over","Apple super cycle's done  [red apple] fam, it's over"
103122,2020-05-30,TSLA,amusement,bullish,$TSLA right back up there August 30th !!🥳🥳🥳,Tesla right back up there August 30th !! [partying face]
103123,2020-05-30,TSLA,amusement,bullish,$TSLA Congratulations 🎊🎉 beautiful launch 🚀 $1k Monday,Tesla Congratulations  [confetti ball]  [party popper]  beautiful launch  [rocket]  $1k Monday
103124,2020-05-30,TSLA,excitement,bullish,"$TSLA if today was Monday, this would 🚀 to 1000++++++","Tesla if today was Monday, this would  [rocket]  to 1000++++++"
103125,2020-05-30,TSLA,excitement,bullish,"$TSLA SpaceX launch was incredible to watch, looking forward to the future of the United States of America! 🚀🚀🚀🚀🚀","Tesla SpaceX launch was incredible to watch, looking forward to the future of the United States of America!  [rocket]     "
103126,2020-06-01,AAPL,confusion,bullish,$AAPL we’ll rested and ready to run 🏃,Apple we’ll rested and ready to run  [person running]
103127,2020-06-01,AAPL,surprise,bullish,"$AAPL news just dropped that Schultz  Acquisition is merging with Clever Leaves cannabis company, bringing them public!!! Get in on the warrants while they’re low! Ticker is SAMA.🎁🏦","Apple news just dropped that Schultz  Acquisition is merging with Clever Leaves cannabis company, bringing them public!!! Get in on the warrants while they’re low! Ticker is SAMA. [wrapped gift]  [bank] "
103128,2020-06-01,TSLA,excitement,bullish,$TSLA Man stop fighting and let it RIIIIIIDE!! 🙏🏾 ✈️ 🚀 🌕 💵 $1020+ this week,Tesla Man stop fighting and let it RIIIIIIDE!!  [folded hands medium dark skin tone]   [airplane]   [rocket]   [full moon]   [dollar banknote]  $1020+ this week
103129,2020-06-01,TSLA,optimism,bullish,"$TSLA It's ok short turds, the next scam-demic you'll be able to cover your shares 😄","Tesla It's ok short turds, the next scam-demic you'll be able to cover your shares  [grinning face with smiling eyes] "
103130,2020-06-01,TSLA,optimism,bullish,$TSLA Called 900$.... close enough💰,Tesla Called 900$.... close enough [money bag]
103131,2020-06-01,TSLA,disgust,bullish,$TSLA who’s arguing with me yesterday? 😆 some bears were saying $800 open. Where are they now 🤣?,Tesla who’s arguing with me yesterday?  [grinning squinting face]  some bears were saying $800 open. Where are they now  [rolling on the floor laughing] ?
103132,2020-06-02,TSLA,optimism,bullish,"$TSLA 
Twitter is going through legal trouble !! Not a bad idea 💡👌","Tesla 
Twitter is going through legal trouble !! Not a bad idea  [light bulb]  [OK hand] "
103133,2020-06-02,TSLA,anger,bullish,$TSLA no more crazy tweet from Elon for a while. 🌈 🐻 must be disappointed.,Tesla no more crazy tweet from Elon for a while.  [rainbow]   [bear]  must be disappointed.
103134,2020-06-02,AMZN,amusement,bullish,$AMZN Sell high buy low... rinse and repeat!! 🌻😊🌻,Amazon Sell high buy low... rinse and repeat!!  [sunflower]  [smiling face with smiling eyes]
103135,2020-06-02,MSFT,disgust,bearish,$MSFT lol... all the bulls out in full force today... can't wait to see their sad little faces when this gets kicked down and pinned to 183 once again!😂,Microsoft lol... all the bulls out in full force today... can't wait to see their sad little faces when this gets kicked down and pinned to 183 once again! [face with tears of joy]
103136,2020-06-02,TSLA,belief,bullish,$$TSLA if we don’t hear any negative noisy we would see $1000 within one week.🚀🚀🚀💪,$Tesla if we don’t hear any negative noisy we would see $1000 within one week. [rocket]    [flexed biceps]
103137,2020-06-02,TSLA,anxiety,bullish,$TSLA People trying their best to hold this down 🤦🏾‍♂️,Tesla People trying their best to hold this down  [man facepalming medium dark skin tone]
103138,2020-06-02,BA,amusement,bullish,$BA who else is making bank on the $160 06/05 calls? 😁,Boeing who else is making bank on the $160 06/05 calls?  [beaming face with smiling eyes]
103139,2020-06-02,NFLX,optimism,bullish,$NFLX patience and waiting for my 450 squeeze don’t fail me 😂🤪,Netflix patience and waiting for my 450 squeeze don’t fail me  [face with tears of joy]  [zany face]
103140,2020-06-02,BABA,disgust,bearish,$BABA where’s the bears HAHAHAHA calls baby calls call me maybe 🤢🤑,Alibaba where’s the bears HAHAHAHA calls baby calls call me maybe  [nauseated face]  [money mouth face]
103141,2020-06-02,AMZN,belief,bullish,"$AMZN for such a high price stock, I expect bigger moves up. What is this flat nonsense? A stock split would be nice 👍🏼","Amazon for such a high price stock, I expect bigger moves up. What is this flat nonsense? A stock split would be nice  [thumbs up medium light skin tone] "
103142,2020-06-02,TSLA,optimism,bullish,$TSLA might see green . Never know 🤞,Tesla might see green . Never know  [crossed fingers]
103143,2020-06-02,FB,confusion,bullish,$FB re entered in at 227.90 with some more calls 😛,Facebook re entered in at 227.90 with some more calls  [face with tongue]
103144,2020-06-02,TSLA,excitement,bullish,$TSLA let’s go green time baby !!👋😀,Tesla let’s go green time baby !! [waving hand]  [grinning face]
103145,2020-06-02,CCL,optimism,bullish,$CCL I’m gonna just leave this here for all the bears 🐻 to remember. #Winning,Carnival I’m gonna just leave this here for all the bears  [bear]  to remember. #Winning
103146,2020-06-02,TSLA,anger,bearish,$TSLA i am sorry but this is going down.😰,Tesla i am sorry but this is going down. [anxious face with sweat]
103147,2020-06-02,HD,amusement,bullish,"$HD bullish on this but ex div date tomorrow going down some, then I will get back in🤗🤗🤗","Home Depot bullish on this but ex div date tomorrow going down some, then I will get back in [smiling face with open hands]   "
103148,2020-06-02,BABA,excitement,bullish,$BABA You gotta love the dip in Baba. Still holding 10 calls. This is my sixth week holding. Ain’t easy but we Baba bulls are getting stronger and stronger.🚀,Alibaba You gotta love the dip in Baba. Still holding 10 calls. This is my sixth week holding. Ain’t easy but we Baba bulls are getting stronger and stronger. [rocket]
103149,2020-06-02,KO,excitement,bearish,$KO Ok this is where it happens😂😂🤣,Coca-Cola  Ok this is where it happens [face with tears of joy]   [rolling on the floor laughing]
103150,2020-06-03,HD,belief,bullish,$HD added 2 mins prior to close. Looks like a breakout of consolidation. Tomorrow is going to be heavy 👀  here if market holds support!,Home Depot added 2 mins prior to close. Looks like a breakout of consolidation. Tomorrow is going to be heavy  [eyes]   here if market holds support!
103151,2020-06-03,XOM,excitement,bullish,"$XOM Oil is up, BP is up and XOM will today🚀🚀🚀","Exxon Mobil Oil is up, BP is up and XOM will today [rocket]   "
103152,2020-06-03,PFE,excitement,bullish,$PFE welp that was my target and I'm still here. 🥴😂😁,Pfizer welp that was my target and I'm still here.  [woozy face]  [face with tears of joy]  [beaming face with smiling eyes]
103153,2020-06-03,BA,surprise,bullish,$BA thank you guys 🙏🏻 just doubled my account balance 🤩🤩🤩🤩🤩🤩🤩🤩 those $160 June 5 calls were a true blessing,Boeing thank you guys  [folded hands light skin tone]  just doubled my account balance  [star struck]         those $160 June 5 calls were a true blessing
103154,2020-06-03,BA,anger,bullish,$BA falllll please falll so I don’t regret missing this for the rest of my life. 😭,Boeing falllll please falll so I don’t regret missing this for the rest of my life.  [loudly crying face]
103155,2020-06-03,BABA,ambiguous,bullish,$BABA sold 3/4 position here at 2.75 from .60 entries. My avg was .90 though due to betting on ER 🤦‍♂️,Alibaba sold 3/4 position here at 2.75 from .60 entries. My avg was .90 though due to betting on ER  [man facepalming]
103156,2020-06-03,BABA,surprise,bullish,"$BABA congrats fellow bulls. Quick 500% gain on June 19 210 calls, caught them at 200$ each now worth 1k💰","Alibaba congrats fellow bulls. Quick 500% gain on June 19 210 calls, caught them at 200$ each now worth 1k [money bag]"
103157,2020-06-03,BA,optimism,bullish,$BA non stop 😏🤝 on the way to 185+,Boeing non stop  [smirking face]  [handshake]  on the way to 185+
103158,2020-06-03,DIS,optimism,bearish,"$DIS If you bought Exxon (XOM) right now, it’s be like buying Disney at 100, just saying. Have a look around. 👀","Disney If you bought Exxon (XOM) right now, it’s be like buying Disney at 100, just saying. Have a look around.  [eyes]"
103159,2020-06-03,TSLA,anger,bearish,"$TSLA fighting to hold green. Butbots looming tired. 
BTD Bulls
🙈🐒","Tesla fighting to hold green. Butbots looming tired. 
BTD Bulls
 [see no evil monkey]  [monkey] "
103160,2020-06-03,BA,amusement,bullish,$BA got more calls on the dip timed it perfect 🙌💸,Boeing got more calls on the dip timed it perfect  [raising hands]  [money with wings]
103161,2020-06-03,BA,optimism,bullish,$BA it looks like will be touching $200 very soon 💪,Boeing it looks like will be touching $200 very soon  [flexed biceps]
103162,2020-06-03,TSLA,disgust,bearish,$TSLA watching paint dry and the movie “how to kill options”. 😆,Tesla watching paint dry and the movie “how to kill options”.  [grinning squinting face]
103164,2020-06-03,BA,ambiguous,bullish,$BA  who still waiting on that dip??? 😂,Boeing  who still waiting on that dip???  [face with tears of joy]
103165,2020-06-03,FB,optimism,bearish,$FB Red all day during an excellent green day smh😘,Facebook Red all day during an excellent green day smh [face blowing a kiss]
103166,2020-06-03,BA,optimism,bullish,"$BA bought this call a little late, hopefully it opens at $180 tomorrow 🤑","Boeing bought this call a little late, hopefully it opens at $180 tomorrow  [money mouth face]"
103167,2020-06-03,BA,excitement,bullish,$BA I bought my 12 year old daughter Boeing at 124 🛫🛫,Boeing I bought my 12 year old daughter Boeing at 124  [airplane departure]
103168,2020-06-03,BA,optimism,bullish,"93% on $BA today. Might buy tomorrow, 1 Contract, before the market open for a day trade! 👌🏽💯🍾","93% on Boeing today. Might buy tomorrow, 1 Contract, before the market open for a day trade!  [OK hand medium skin tone]  [hundred points]  [bottle with popping cork]"
103169,2020-06-04,BRK.B,excitement,bullish,$BRK.B My turtle is doing well 😈 Warren not making a move worries me tho...,Berkshire Hathaway My turtle is doing well  [smiling face with horns]  Warren not making a move worries me tho...
103170,2020-06-04,TSLA,amusement,bullish,$TSLA The new software updates stop at red lights and stop 🛑 signs now for a few weeks. Loving 🥰 it so much,Tesla The new software updates stop at red lights and stop  [stop sign]  signs now for a few weeks. Loving  [smiling face with hearts]  it so much
103171,2020-06-04,BA,surprise,bullish,$BA lol someone bought $16m worth of shares after hours crazy. ✈️,Boeing lol someone bought $16m worth of shares after hours crazy.  [airplane]
103172,2020-06-04,CCL,optimism,bullish,$CCL just let the hope be known 🙏🏼🙏🏼there’s better days to come to all,Carnival just let the hope be known  [folded hands medium light skin tone]  there’s better days to come to all
103173,2020-06-04,BA,disgust,bullish,$BA July 17 200c...for the win ☺,Boeing July 17 200c...for the win  [smiling face]
103174,2020-06-04,BA,optimism,bullish,$BA    How ya like my advice now ?   In at 125 average.  See ya at 300 by Christmas . 🙏🏻,Boeing    How ya like my advice now ?   In at 125 average.  See ya at 300 by Christmas .  [folded hands light skin tone]
103175,2020-06-04,TSLA,anxiety,bullish,$TSLA There are some snipers  at $894. We need drones to destroy them. 📈👇🚀💰💪✅,Tesla There are some snipers  at $894. We need drones to destroy them.  [chart increasing]  [backhand index pointing down]  [rocket]  [money bag]  [flexed biceps]  [check mark button]
103176,2020-06-04,BA,ambiguous,bullish,$BA CHEARS FOR ALL THOSE WHO SAID BA WILL GO BANKRUPT MAY YOUR SOUL RIP🤫,Boeing CHEARS FOR ALL THOSE WHO SAID BA WILL GO BANKRUPT MAY YOUR SOUL RIP [shushing face]
103177,2020-06-04,BA,optimism,bullish,$BA measured move will be 196 into close before end of day 🚀🚀🚀🚀,Boeing measured move will be 196 into close before end of day  [rocket]
103178,2020-06-04,AMZN,belief,bullish,$AMZN going to close real strong 🚀🚀,Amazon going to close real strong  [rocket]
103179,2020-06-04,TSLA,belief,bullish,$TSLA shorts grill time will come  😄😄😄soon,Tesla shorts grill time will come   [grinning face with smiling eyes]   soon
103180,2020-06-04,AAPL,anxiety,bearish,$AAPL break even 312 🤷🏾‍♂️ expires tomorrow I’ll be sleep while my lotto ticket cooks for that morning sir you were right,Apple break even 312  [man shrugging medium dark skin tone]  expires tomorrow I’ll be sleep while my lotto ticket cooks for that morning sir you were right
103181,2020-06-04,TSLA,optimism,bearish,"$TSLA those 0.74 850 puts printed 380% return on drip. Lol, 🤑🤑🤑🤑","Tesla those 0.74 850 puts printed 380% return on drip. Lol,  [money mouth face]"
103182,2020-06-04,BA,excitement,bullish,$BA my think or swim looks like a whole mess tryna desperately find a reason for this to still go up tmrrw lol best I can do is throw it in a wedge and ignore the sell signals 🤫 no selling. Lol,Boeing my think or swim looks like a whole mess tryna desperately find a reason for this to still go up tmrrw lol best I can do is throw it in a wedge and ignore the sell signals  [shushing face]  no selling. Lol
103183,2020-06-05,WMT,disgust,bearish,$WMT So glad mom and Pop are opening so I can leave this big box douche store.😀😀😀😀,Walmart So glad mom and Pop are opening so I can leave this big box douche store. [grinning face]
103184,2020-06-05,BA,amusement,bullish,$BA never made this much cash in one week ! 🥃😎💰,Boeing never made this much cash in one week !  [tumbler glass]  [smiling face with sunglasses]  [money bag]
103185,2020-06-05,BA,belief,bullish,$BA $250 in a week or what👩‍🚀🚀,Boeing $250 in a week or what [woman astronaut]  [rocket]
103186,2020-06-05,BA,ambiguous,bullish,"$BA good morning guys, let’s make this money 💯 I called it last night, over $200 shortly","Boeing good morning guys, let’s make this money  [hundred points]  I called it last night, over $200 shortly"
103187,2020-06-05,BA,excitement,bullish,"$BA shorts spreading rumors for weeks now eat S**T 😂😂😂😂😂

Run and cover. Short squeeze 🚀🚀🚀🚀🚀💪💪💪💪💪","Boeing shorts spreading rumors for weeks now eat S**T  [face with tears of joy]     

Run and cover. Short squeeze  [rocket]      [flexed biceps]     "
103188,2020-06-05,BA,amusement,bullish,$BA sitting pretty here also lol 😂 huge wins this week,Boeing sitting pretty here also lol  [face with tears of joy]  huge wins this week
103189,2020-06-05,BA,optimism,bullish,$BA obviously everything will rebound.. eventually.. what a catch 👍,Boeing obviously everything will rebound.. eventually.. what a catch  [thumbs up]
103190,2020-06-05,BA,optimism,bullish,$BA these calls are printing!🚀🚀😙🙌🙌👋$$$$$$,Boeing these calls are printing! [rocket]   [kissing face with smiling eyes]  [raising hands]   [waving hand] $$$$$$
103191,2020-06-05,JPM,belief,bullish,"Big rotation into Value stocks etc. $JPM up nicely, my dad is happy😂","Big rotation into Value stocks etc. JPMorgan up nicely, my dad is happy [face with tears of joy] "
103192,2020-06-05,CCL,optimism,bullish,$CCL good bye shorts you’re fried better cover STAT or you’ll grabbing your ankles.  This will be an EPUC SQUEEEZE 💥 💩 🚀,Carnival good bye shorts you’re fried better cover STAT or you’ll grabbing your ankles.  This will be an EPUC SQUEEEZE  [collision]   [pile of poo]   [rocket]
103193,2020-06-05,BA,excitement,bullish,$BA I spent my stimulus check on boeing now it's almost worth 2 stimulus checks3🤣,Boeing I spent my stimulus check on boeing now it's almost worth 2 stimulus checks3 [rolling on the floor laughing]
103194,2020-06-05,BA,excitement,bullish,$BA I feel so Bad for shorts! Let goo🚀🚀🚀🚀🚀🚀🚀🚀 holding from 125💪🏽🍾,Boeing I feel so Bad for shorts! Let goo [rocket]         holding from 125 [flexed biceps medium skin tone]  [bottle with popping cork]
103195,2020-06-05,BA,surprise,bullish,$BA can’t believe my eyes😍 feels just like yesterday I was buying at below 130! I’m not selling until this hits at least 400!,Boeing can’t believe my eyes [smiling face with heart eyes]  feels just like yesterday I was buying at below 130! I’m not selling until this hits at least 400!
103196,2020-06-05,BA,amusement,bullish,$BA 226 then 240s. After that say hello to 300s 😎,Boeing 226 then 240s. After that say hello to 300s  [smiling face with sunglasses]
103197,2020-06-05,BA,disgust,bullish,$BA the options don't even go about $215 for this week. 🤯,Boeing the options don't even go about $215 for this week.  [exploding head]
103198,2020-06-05,BA,excitement,bullish,"$BA This will be over $250, was trading 315-347, looking 250-270 as new norm till they get back on solid ground 🍺🍿","Boeing This will be over $250, was trading 315-347, looking 250-270 as new norm till they get back on solid ground  [beer mug]  [popcorn]"
103199,2020-06-05,TSLA,disgust,bearish,$TSLA battery day cancelled!!! Lol 😂 gl bulls,Tesla battery day cancelled!!! Lol  [face with tears of joy]  gl bulls
103200,2020-06-05,BA,amusement,bullish,$BA lol and I never thought I will be able to buy more 😍😍🚀🚀🚀🚀🚀,Boeing lol and I never thought I will be able to buy more  [smiling face with heart eyes]   [rocket]
103201,2020-06-05,AAPL,anxiety,bearish,$AAPL will have a epic drop.   I gonna hold my 325 puts.   Hehehe😝,Apple will have a epic drop.   I gonna hold my 325 puts.   Hehehe [squinting face with tongue]
103202,2020-06-05,BA,optimism,bullish,$BA Made me a little bit nervous there you silly goose 👀,Boeing Made me a little bit nervous there you silly goose  [eyes]
103203,2020-06-05,BA,anxiety,bullish,$BA buy today before you get burned pre market on Monday 🤷🏽‍♂️,Boeing buy today before you get burned pre market on Monday  [man shrugging medium skin tone]
103204,2020-06-05,BA,optimism,bullish,$BA LMFAO @ the people who bought at 215+🤣🤣,Boeing LMFAO @ the people who bought at 215+ [rolling on the floor laughing]
103205,2020-06-05,CCL,anxiety,bullish,$CCL wait till they fire the thrusters.. 😉😉,Carnival wait till they fire the thrusters..  [winking face]
103206,2020-06-05,BA,optimism,bullish,$BA let’s close today @ 210 📈🤪,Boeing let’s close today @ 210  [chart increasing]  [zany face]
103207,2020-06-06,BA,amusement,bullish,$BA did it y’all got those shorts!😉,Boeing did it y’all got those shorts! [winking face]
103208,2020-06-08,AAPL,excitement,bullish,$AAPL Buy buy buy....to anada all time high!! 😂🍏🍏😀,Apple Buy buy buy....to anada all time high!!  [face with tears of joy]  [green apple]   [grinning face]
103209,2020-06-08,BA,excitement,bullish,"$BA just went Bullish, if this thing collapses again I’m gonna be pissed, come on!💪🏼🔥🚀💰","Boeing just went Bullish, if this thing collapses again I’m gonna be pissed, come on! [flexed biceps medium light skin tone]  [fire]  [rocket]  [money bag] "
103210,2020-06-08,TSLA,excitement,bullish,$TSLA looks very good. We have a chance to clinch $1000 in this week!?📈🚀💰💪📈,Tesla looks very good. We have a chance to clinch $1000 in this week!? [chart increasing]  [rocket]  [money bag]  [flexed biceps]
103211,2020-06-08,BA,optimism,bullish,$BA Remember ladies and gentlemen. we’re even ahead of schedule 😎,Boeing Remember ladies and gentlemen. we’re even ahead of schedule  [smiling face with sunglasses]
103212,2020-06-08,BA,belief,bullish,$BA up 338% this month because of this stock! 🚀🚀🚀🚀,Boeing up 338% this month because of this stock!  [rocket]
103213,2020-06-09,CCL,optimism,bullish,$CCL all these bears getting killed .. why fight the trend 🤦🏻‍♂️😅,Carnival all these bears getting killed .. why fight the trend  [man facepalming light skin tone]  [grinning face with sweat]
103214,2020-06-09,TSLA,anxiety,bullish,$TSLA Ron Baron tomorrow... stay tuned everyone 🙂,Tesla Ron Baron tomorrow... stay tuned everyone  [slightly smiling face]
103215,2020-06-09,TSLA,optimism,bullish,$TSLA easily ATH tomorrow.. probably gonna run over $1k due to Barron speaking and possible battery day news. Get in before the fomo🐂,Tesla easily ATH tomorrow.. probably gonna run over $1k due to Barron speaking and possible battery day news. Get in before the fomo [ox]
103216,2020-06-09,TSLA,optimism,bullish,$TSLA the calm before the storm 📈 🌪⚡️ hold on bears this one is going to hurt even more,Tesla the calm before the storm  [chart increasing]   [tornado]  [high voltage]  hold on bears this one is going to hurt even more
103217,2020-06-09,BA,anxiety,bullish,"$BA yup, ima take a nap on this one. Seemed to have worked before 😅","Boeing yup, ima take a nap on this one. Seemed to have worked before  [grinning face with sweat] "
103218,2020-06-09,BA,optimism,bullish,$BA what part of the feds having our back dont you understand 🚀🚀🚀🚀🚀🚀,Boeing what part of the feds having our back dont you understand  [rocket]
103219,2020-06-09,TSLA,ambiguous,bullish,$TSLA god bless you Ron Baron for your pumpaholic interview 🙏😂,Tesla god bless you Ron Baron for your pumpaholic interview  [folded hands]  [face with tears of joy]
103220,2020-06-09,BA,anxiety,bullish,$BA hope no one shorted at 223🤦‍♂️😔,Boeing hope no one shorted at 223 [man facepalming]  [pensive face]
103221,2020-06-09,TSLA,disgust,bullish,"$TSLA def want this to push up to 1K 
Buy under 950 🧠","Tesla def want this to push up to 1K 
Buy under 950  [brain]"
103222,2020-06-09,AMZN,confusion,bullish,"$AMZN wow 20,000-30,000 retail store closing next 12 months. I wonder who will benefit 🤔","Amazon wow 20,000-30,000 retail store closing next 12 months. I wonder who will benefit  [thinking face]"
103223,2020-06-09,AAPL,ambiguous,bullish,$AAPL I never understood why people short a high quality stock in a bull market 😂🤑,Apple I never understood why people short a high quality stock in a bull market  [face with tears of joy]  [money mouth face]
103224,2020-06-09,WMT,anger,bearish,$WMT trash company 💩 cannot present itself with a decent Green Day regardless of market runs. Short it!,Walmart trash company  [pile of poo]  cannot present itself with a decent Green Day regardless of market runs. Short it!
103225,2020-06-09,MSFT,belief,bullish,$MSFT also if you are holding for long term they are paying dividends this month🤑,Microsoft also if you are holding for long term they are paying dividends this month [money mouth face]
103226,2020-06-09,TSLA,belief,bullish,$TSLA looking for 957 retest then ath retest then 1080 📈,Tesla looking for 957 retest then ath retest then 1080  [chart increasing]
103227,2020-06-09,CCL,belief,bullish,$CCL Mega Cash is on the way!! Buy as much as you can on the dip!💵💵💵💵💵💵💵💴,Carnival Mega Cash is on the way!! Buy as much as you can on the dip! [dollar banknote]        [yen banknote]
103228,2020-06-09,CCL,disgust,bullish,"$CCL out of nowhere the bears come out from hiding, once the stock goes back up they gonna vanish again.. nothing new 🤷‍♂️","Carnival out of nowhere the bears come out from hiding, once the stock goes back up they gonna vanish again.. nothing new  [man shrugging] "
103229,2020-06-09,TSLA,excitement,bullish,$TSLA Can we dip it down a little so I can buy more🚀🚀🚀🚀,Tesla Can we dip it down a little so I can buy more [rocket]
103230,2020-06-09,BA,optimism,bullish,$BA my options are getting burnt 😪,Boeing my options are getting burnt  [sleepy face]
103231,2020-06-09,BA,disgust,bullish,$BA Powell forgot to hit the buy button before the Fed meeting today .. he will make it up tomorrow! He promised 🤣🤣JK,Boeing Powell forgot to hit the buy button before the Fed meeting today .. he will make it up tomorrow! He promised  [rolling on the floor laughing]  JK
103232,2020-06-09,FB,belief,bullish,$FB here we go! bruce buffers voice 🚀 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀,Facebook here we go! bruce buffers voice  [rocket]
103233,2020-06-09,TSLA,disgust,bearish,"$TSLA dont worry Elon fanboys.  This gaps over 1000 for tomorrow. Hope you all bought the dip. 
🙈🙈🙈🐒","Tesla dont worry Elon fanboys.  This gaps over 1000 for tomorrow. Hope you all bought the dip. 
 [see no evil monkey]    [monkey]"
103234,2020-06-09,TSLA,optimism,bearish,$TSLA It’s hit the proverbial brick wall. 😂,Tesla It’s hit the proverbial brick wall.  [face with tears of joy]
103235,2020-06-10,MSFT,anxiety,bullish,$MSFT Good thing for cheap commissions 😂😂 Hit the 7/10 call flow,Microsoft Good thing for cheap commissions  [face with tears of joy]   Hit the 7/10 call flow
103236,2020-06-10,AAPL,optimism,bullish,$AAPL moment of truth tomorrow boys and girls. Lets hit $350🙏,Apple moment of truth tomorrow boys and girls. Lets hit $350 [folded hands]
103237,2020-06-10,CCL,amusement,bearish,$CCL puts gonna look even better than yesterday 🥳,Carnival puts gonna look even better than yesterday  [partying face]
103238,2020-06-10,MSFT,belief,bullish,$MSFT 200 next week is very likely 🚀,Microsoft 200 next week is very likely  [rocket]
