id,date,ticker,emo_label,senti_label,text
101379,2020-03-11,BA,ambiguous,bearish,Boeing wow [star struck] I love this action - It will be nice to see this below $100
101380,2020-03-11,XOM,amusement,bearish,Exxon Mobil [bear] weak price movement today!! Definitely shorts game right now!! [beaming face with smiling eyes]
101381,2020-03-11,BA,ambiguous,bearish,Boeing Buy the Dip they say it will be fine they say. LOL [face with tears of joy] now look at you!
101382,2020-03-11,AAPL,depression,bearish,"Apple since Apple can no longer innovate, they are going backwards with the iPhone 9 fitted with a whopping 3gb of ram [unamused face] [expressionless face]"
101383,2020-03-11,TSLA,anxiety,bearish,Tesla be on the lookout for big dip tomorrow am [eyes]
101384,2020-03-11,TSLA,excitement,bearish,Tesla guess how many people buy Teslas from quarantine... Forward guidance = [money mouth face] [rocket]
101385,2020-03-11,AAPL,optimism,bearish,Apple you still think this is a dip ! [face with tears of joy]
101386,2020-03-12,DIS,anxiety,bearish,Disney hasn't seen the worst yet.. seriously the Corona hasn't even peaked yet. Parks will close [hundred points] %
101387,2020-03-12,AAPL,optimism,bearish,Apple Trump blaming it on Europe- he is really going to tank the markets tomorrow [zany face]
101388,2020-03-12,TSLA,amusement,bearish,"Tesla if tesla somehow holds this week, I’ll buy PUtS again for next week, if it still holds, more puts .. the loop is on [woozy face]"
101389,2020-03-12,TSLA,ambiguous,bearish,"Tesla going to be a brutal day tomorrow and possibly the rest of the week... rest easy, this will soon be over [thumbs up light skin tone]"
101390,2020-03-12,AAPL,amusement,bearish,Apple Shout out to all my Bulls losing money tmw... woo woo!!! I [rolling on the floor laughing] just having fun
101391,2020-03-12,TSLA,panic,bearish,Tesla so what happened if tomorrow it gets halted and last all day [flushed face] what happens to my calls or puts if they expire Friday ??
101392,2020-03-12,CCL,anxiety,bearish,Carnival wow lol this won’t affect CCL at ALL. [woozy face] [face with tears of joy]
101393,2020-03-12,TSLA,disgust,bearish,Tesla you don’t need electric cars with oil in the 30s [rolling on the floor laughing] . Yuge debt burden and burns cash
101394,2020-03-12,TSLA,excitement,bearish,Tesla thought my puts were dead. Just saw futures.. [star struck]
101395,2020-03-12,AAPL,ambiguous,bearish,Apple I don’t think that retweeting your own Speech is gonna help bud. [hand with fingers splayed] [soap] [microbe] [shower]
101396,2020-03-12,TSLA,anxiety,bearish,"Tesla market makers are genius, they got bulls to buy calls anticipating a gap up tomorrow, they got weak hands to sell their puts so MMs can gobble them up for cheap. They knew tonight was going to be a night from hell. Tomorrow they bring max pain. [fire]"
101397,2020-03-12,TSLA,anxiety,bearish,Tesla if this cracks 575 today... expect the “emotional psychological” trigger to be pulled... Then we WILL see those 300-400 levels Again [police car light] [fire]
101398,2020-03-12,TSLA,ambiguous,bearish,Tesla just stay down so I can be up for the year [face with tears of joy]
101399,2020-03-12,TSLA,anger,bearish,"Covered all Tesla short stock at and below targets for planned gains. Dammit, but I'm ten shares long now at 599. Apparently my math sucks. [smiling face]"
101400,2020-03-12,BA,confusion,bearish,Boeing *does 13 B in stock buy backs today [thinking face]
101401,2020-03-12,TSLA,confusion,bearish,Tesla will longs take their profits. [thinking face]
101402,2020-03-12,TSLA,confusion,bearish,Tesla I remember when this board was full of bulls.. where are they now? [thinking face]
101403,2020-03-12,BA,ambiguous,bearish,Boeing let’s see what I get for this $220 put [face savoring food]
101404,2020-03-12,AMZN,ambiguous,bearish,Amazon [backhand index pointing down] all the bulls buying on dips this week [face with hand over mouth]
101405,2020-03-12,BA,disgust,bearish,Boeing Very crazy quick ride to target [smiling face with sunglasses] [beaming face with smiling eyes] [wrapped gift] [trophy] [high voltage] from 332 to 161 we will see target 154 today maybe more Who know
101406,2020-03-12,TSLA,confusion,bearish,Tesla seem like small resistance building [rolling on the floor laughing]
101407,2020-03-12,TSLA,optimism,bearish,Tesla just too good. Black Trump Ranger [airplane]
101408,2020-03-12,AMZN,anxiety,bearish,Amazon might as well drop to 1700 already [man shrugging]
101409,2020-03-12,AAPL,panic,bearish,Apple let it drop to $255 then it’s back to downhill [chart decreasing]
101410,2020-03-12,TSLA,depression,bearish,Tesla everyone traumatized except a few. I am up a whopping 40% + in my overall portfolio account SINCE JUST LAST NIGHT. And a lot more last month. How about you? [winking face] [face with thermometer]
101411,2020-03-12,CCL,disgust,bearish,Carnival lol the fake pump was so easy to tell [face with tears of joy] why would you buy this stock right now [man facepalming]
101412,2020-03-12,TSLA,ambiguous,bearish,Tesla bulls keep bidding a low price and get fill everytime. [face with tears of joy]
101413,2020-03-12,TSLA,optimism,bearish,Tesla one thing I learned from the bulls is to be patient [winking face] 540 soon!!
101414,2020-03-12,TSLA,optimism,bearish,Tesla I’m ready for my money [money bag]
101415,2020-03-12,AAPL,confusion,bearish,Apple Can we see 240 tomorrow? [face with monocle] [money mouth face]
101416,2020-03-12,TSLA,panic,bearish,Tesla imagine if Olympics get cancelled. The whole market will trigger yet another halt [face with crossed out eyes]
101417,2020-03-12,TSLA,ambiguous,bearish,Tesla many thanks to bulls that blocked me! I don’t have to hear u moaning [beaming face with smiling eyes]
101418,2020-03-12,GOOG,panic,bearish,Google We are gone back 3 yrs in 2 weeks [zany face]
101419,2020-03-12,BA,panic,bearish,Boeing if you think tomorrow everything will be fine and the Gov will come for rescue. You are wrong!!! But good luck [winking face]
101420,2020-03-12,BA,depression,bearish,Boeing target price is $210 at years end.. and you think we going to run back to $440?? [face with tears of joy]
101421,2020-03-12,CCL,optimism,bearish,"Carnival Major cruise [ship] lines suspending business for awhile so I’d like to take this opportunity to announce my entry into the cruise ship business, sailing daily! [upside down face]"
101422,2020-03-12,TSLA,optimism,bearish,Tesla who threw away all those cash [face with tears of joy]
101423,2020-03-12,HD,panic,bearish,"Home Depot take your gains, no more here to see [brick]"
101424,2020-03-12,CCL,optimism,bearish,Carnival if your long this is your Chance. That was the last gasp for air. Idk how you hold a company that isn't currently able to operate down it goes [fire]
101425,2020-03-12,AAPL,depression,bearish,Apple Apple said they might not launch a new iPhone in September. [flushed face]
101427,2020-03-12,AMZN,panic,bearish,Amazon down another $100 tomorrow.... Or today [anxious face with sweat]
101428,2020-03-12,TSLA,anger,bearish,Tesla DROP THIS GARBAGE [wastebasket] DOWN TO 100
101429,2020-03-12,CCL,anger,bearish,Carnival Jesus Christ 20 years of gains are GONE in a month [unamused face]
101430,2020-03-12,BA,disgust,bearish,Boeing zomg I just did my first short ever...one share of ba for a profit of $1.04 [face with tears of joy] exhilarating!
101432,2020-03-12,DIS,panic,bearish,Disney Disney Going to have to close their Parks!!! This is devastating [disappointed face]
101433,2020-03-12,DIS,ambiguous,bearish,Disney $70 puts expiring 3/27 at a cost of $1.69 per share. Hopefully these pay off well [smiling face with smiling eyes]
101434,2020-03-12,TSLA,anger,bearish,Tesla fck these greedy bulls they had plenty time to collect if they didn't lock in profits [man shrugging]
101435,2020-03-12,NFLX,depression,bearish,"Netflix when I said I’m a buyer if 278 holds, I didn’t mean try to take us there within a day [loudly crying face]"
101436,2020-03-12,DIS,anger,bearish,Disney i don’t even care about my profits at this point. No NCAA tourney [expressionless face]
101437,2020-03-12,BA,optimism,bearish,Boeing awesome day today. Let’s do that again [see no evil monkey]
101438,2020-03-12,DIS,ambiguous,bearish,Disney If you think its priced in youre a fool [face with tears of joy]
101439,2020-03-12,DIS,anger,bearish,Disney They just closed the park in California due to Coronavirus. [frowning face]
101440,2020-03-12,TSLA,disgust,bearish,Tesla analysts pumped it up and they are dumping it down now... poor bulls got slaughtered [face with tears of joy]
101441,2020-03-12,TSLA,anger,bearish,Tesla is [pile of poo] and market is Combine the two u get $400 Lol
101442,2020-03-12,DIS,panic,bearish,"Disney Shhh..i thought 105 was it, but noooo. Belushi style. Just watching. Im a sellout - 48 hrs ago [victory hand medium skin tone] GL"
101443,2020-03-12,CCL,ambiguous,bearish,"Carnival Financial Education I’m buying in hard @$45 $100,000.00 [face with tears of joy]"
101444,2020-03-12,DIS,confusion,bearish,Disney That 70's Show tomorrow? [thinking face]
101445,2020-03-13,DIS,panic,bearish,Disney can’t believe I fell for that FAKE PUMP today [man facepalming] What was that?!
101446,2020-03-13,AAPL,ambiguous,bearish,Apple who told you this was a dip ? [smirking face]
101447,2020-03-13,DIS,confusion,bearish,Disney What is your realistic prediction for EOD price tomorrow? [face with monocle]
101448,2020-03-13,AAPL,confusion,bearish,Apple heres a bear vs Tim Cook [paw prints] [panda]
101449,2020-03-13,CCL,optimism,bearish,"Carnival This baby hits single digits, I’m gonna back the truck up [money mouth face]"
101450,2020-03-13,AMZN,amusement,bearish,"Amazon When this hits 1500, I'll officially have more [money bag] than Bozos..."
101451,2020-03-13,TSLA,anger,bearish,Tesla but thenfucking kids with their RH account matter lol [loudly crying face] [red circle] [red triangle pointed down]
101452,2020-03-13,TSLA,disgust,bearish,Tesla to tha moon [rocket] what a joke
101453,2020-03-13,TSLA,confusion,bearish,Tesla Friday the 13th y’all... why would you risk holding over the weekend?! [briefcase] lets seeeee
101454,2020-03-13,DIS,amusement,bearish,Disney lmao holla at me when this closes at $82 [nerd face]
101455,2020-03-13,JPM,anxiety,bearish,JPMorgan come Monday expect stocks to be down again and cases to double. CDC and NY state said they only average about 100 tests per day. [man shrugging medium dark skin tone] not looking good
101456,2020-03-13,CCL,ambiguous,bearish,Carnival this is madness 17.88 [rolling on the floor laughing]
101457,2020-03-13,TSLA,anger,bearish,"Tesla Hahahaha Tesla dorks celebrating a +5% bump after losing over -130% [man facepalming] ....that’s why some of you deserve to lose your money. Sell the rips, rinse and repeat...."
101458,2020-03-13,DIS,anger,bearish,Disney I love this stupidity. Parks close = buy [clown face] .
101459,2020-03-13,DIS,surprise,bearish,Disney disney is closed including the disney land in Paris and this is bouncing nicely. disney will be losing hundreds of millions during this pandemic. [eyes] today
101460,2020-03-13,DIS,anger,bearish,Disney my $90 puts were lookin real good last night [thinking face] ima hold thru lunch this is bs
101461,2020-03-13,CCL,ambiguous,bearish,Carnival see you all at the bottom [face with tears of joy] [rolling on the floor laughing]
101462,2020-03-13,DIS,ambiguous,bearish,"Disney it was kinda funny goin -8K at open, Fed pump ain't gonna scare me [raising hands] [gem stone]"
101463,2020-03-13,BA,disgust,bearish,Boeing easy money.. told you guys hours ago. [red triangle pointed down]
101464,2020-03-13,DIS,panic,bearish,Disney dude this is bad. Like market is going to breakdown badly. U can’t just rig a market like that. Puts on DIS are going sky high. This is entertaining af [face with tears of joy]
101465,2020-03-13,AAPL,anxiety,bearish,"Apple Corona virus is not a joke guy's remember that, it's will hit the revenue so bad, the right thing to do is selling Now [red triangle pointed down] [prohibited]"
101466,2020-03-13,AMZN,anxiety,bearish,"Amazon get out before you lose all your money, Corona virus is not a joke guy's [red triangle pointed down] [prohibited]"
101467,2020-03-13,BABA,panic,bearish,Alibaba Corona virus will hit the revenue so bad news will announce soon [red triangle pointed down] [prohibited] Get out now before you lose all your money.. this is the last chance [no entry]
101468,2020-03-13,GOOG,panic,bearish,Google get out before you lose all your money and buy again under $800 [red triangle pointed down] [prohibited] the market starting down wave now [trade mark]
101469,2020-03-13,TSLA,disgust,bearish,Tesla even with government help this thing is sinking like a rock... [face with tears of joy]
101470,2020-03-13,DIS,anxiety,bearish,Disney it’s going up but don’t you worry folks [zany face] [thumbs down]
101471,2020-03-13,TSLA,panic,bearish,Tesla double top Red coming in hot [firecracker]
101472,2020-03-13,NVDA,ambiguous,bearish,NVIDIA Short and thank me next week [kissing face]
101473,2020-03-13,TSLA,anger,bearish,Tesla market up quite a bit yet Tesla the [pig] is flat not good
101474,2020-03-13,AMZN,anxiety,bearish,Amazon Gonna be a short Monday. [upside down face]
101475,2020-03-13,CCL,ambiguous,bearish,Carnival Can’t wait to sell the pump on Monday!! [money mouth face]
101476,2020-03-13,MCD,anxiety,bearish,McDonald's nobody literally nobody Bulls: We gonna eat at McDonalds! [face with tears of joy]
101477,2020-03-13,DIS,panic,bearish,Disney I’m finna nut this running down to 50 [weary face] [flushed face] [sweat droplets]
101478,2020-03-13,DIS,depression,bearish,Disney This will be under $50 at some point... give it time... definitely not time to buy yet [face with medical mask]
101479,2020-03-13,CCL,anxiety,bearish,Carnival keep your arms and legs inside the roller coaster [roller coaster]
101480,2020-03-13,TSLA,panic,bearish,Tesla this money-losing ShitCo going to $400’s very soon Death spiral [fire]
101481,2020-03-13,DIS,disgust,bearish,Disney who buying here? Yall crazy [zany face]
101482,2020-03-13,HD,depression,bearish,"Home Depot this epidemic, has destroyed the market [man facepalming light skin tone]"
101483,2020-03-13,TSLA,disgust,bearish,Tesla No one came to save Tesla.. [rolling on the floor laughing] it was really overvalued then
101484,2020-03-13,DIS,ambiguous,bearish,Disney what a ride here. Bought puts at $100 [money mouth face]
101485,2020-03-13,AAPL,depression,bearish,"Apple final announcement, we are going down [smiling face with smiling eyes]"
101486,2020-03-13,DIS,depression,bearish,Disney the national emergency will surely help this stock [cat with tears of joy]
101487,2020-03-13,AMZN,optimism,bearish,"Amazon full on bears territory, eat em bears so we bulls can get in at 1400’s [oncoming fist medium light skin tone]"
101488,2020-03-13,AAPL,anxiety,bearish,Apple green Apple [green apple] turns to red Apple please save your money [money bag]
101489,2020-03-13,TSLA,ambiguous,bearish,"Tesla bulls were jumping like ping pong pre-market, now they paying profit for my puts [rolling on the floor laughing]"
101490,2020-03-13,TSLA,anger,bearish,Tesla Nice dumpings of new junk-shares [face with medical mask]
101491,2020-03-13,TSLA,depression,bearish,Tesla even on a Green Day Tesla is red [man facepalming medium light skin tone]
101492,2020-03-13,DIS,ambiguous,bearish,Disney thanks for the cheap puts again [smiling face with heart eyes]
101493,2020-03-13,TSLA,ambiguous,bearish,Tesla I have half my portfolio in tesla puts bc it’s going to be like stealing money from a baby this weekend but now I’m thinking I should do 75% of it [rolling on the floor laughing]
101494,2020-03-13,DIS,panic,bearish,Disney Worse than a roller coaster!!! [nauseated face]
101495,2020-03-13,TSLA,disgust,bearish,Tesla orange man thinks make up help with CV [face with tears of joy]
101496,2020-03-13,DIS,anger,bearish,Disney I like Trump but thank god hes not the best at speaking [skull]
101497,2020-03-13,DIS,anger,bearish,"Disney [bear] [mouse] the bear eats the mouse. Trump can talk all he wants. This is still a global pandemic, it's all talk till the cases go down"
101498,2020-03-13,DIS,anger,bearish,Disney Trump: now Mr mouse ...Mickey come speak on the podium [clown face] [face with tears of joy]
101499,2020-03-13,TSLA,panic,bearish,"Tesla red in deep green market! 400s, 300s, let's go! [crossed fingers] No position, but will load up once it tanks completely"
101500,2020-03-13,SBUX,amusement,bullish,Starbucks have a happy Starbucks weekend [smiling face with hearts]
101501,2020-03-13,MSFT,optimism,bullish,"Microsoft Not a political guy, but Trumps news conference just caused a large end of day rally. Not to mention he literally dropped the names of companies that will get some cut out of fed money. Today was a good day [smiling face with sunglasses]"
101502,2020-03-13,HD,excitement,bullish,Home Depot added today at 191 got lucky [four leaf clover] cause right after this was a rocket [rocket] ship
101503,2020-03-13,DIS,amusement,bullish,"Disney Corona lasted 6 weeks in China, with all the advances and funding we have now I’d say it’ll last another 2-3weeks in the us. Disney opens back in 2 weeks so I think we’re easily in the money [money bag]"
101504,2020-03-13,MSFT,anxiety,bullish,Microsoft too fast too quick.....take my profit...and see you next week.. [money mouth face]
101505,2020-03-13,BA,belief,bullish,Boeing are you seriously questioning BA's balance sheet here? Not one but two non-events. Welcoming folks selling this down next week! I for one I'm a buyer on any weakness next week [crossed fingers medium light skin tone]
101506,2020-03-13,AAPL,amusement,bullish,Apple That was so much fun [rolling on the floor laughing] [face with tears of joy]
101507,2020-03-14,TSLA,ambiguous,bearish,Tesla who held their puts? This guy sure did. [money mouth face]
101508,2020-03-14,AAPL,confusion,bullish,Apple nice run today but will it hold on Monday [thinking face]
101509,2020-03-14,DIS,excitement,bullish,Disney who got on the <$90 train last night with me? We are leaving the station now! Buh-buy!!! [locomotive] [dollar banknote] [yen banknote] [India]
101510,2020-03-14,BA,amusement,bullish,Boeing Rudy Gobert and Donovan Mitchell have fully recovered. Were seen partying in Hollywood [partying face]
101511,2020-03-14,DIS,excitement,bullish,"Disney you grandchildren’s grandchildren will go to Disney world, park closures is purely short term pain. Hoping to continue picking up cheap shares. Having a longer term horizon I am more interested in Disney+ subscription numbers Disney Empire! [flexed biceps light skin tone]"
101512,2020-03-14,AAPL,optimism,bullish,"Apple for now it‘s just 2 of 13 weeks in the quarter, that the apple shops are closed. That‘s not much more than the difference beetween longer and smaller quarters. [face with medical mask] [victory hand]"
101513,2020-03-14,V,optimism,bullish,Visa Doesn’t look like 2008 to mee lol [face with tears of joy] . People like to compare huh.. I see recover once this virus starts decreasing shops closing down just precaution and has to be done to stop an spread .. while some were at the stores i ordered online [thumbs up]
101514,2020-03-14,TSLA,panic,bearish,Tesla still have plenty of room to go down. [exploding head]
101515,2020-03-14,AAPL,ambiguous,bearish,Apple im gonna short the life out of u Monday baby let’s do this [face with tongue] [squinting face with tongue]
101516,2020-03-15,AAPL,anger,bearish,Apple will drop 50% from the Highs [horse face] [bear]
101517,2020-03-15,AAPL,panic,bearish,Apple we might hit a circuit breaker tomorrow. Even ED giving out money won’t fix this virus [face with tears of joy]
101518,2020-03-15,AAPL,ambiguous,bearish,Apple FUTURES ARE DOWN! BUY THE DIP! [face with tears of joy]
101519,2020-03-16,AAPL,anger,bearish,Apple come on bulls the whole country is coming to a stop [stop sign] and that is a huge problem for an economy relying 67% in consumption- I believe In 6 weeks we are out but now embrace and position yourselves for the impact
101520,2020-03-16,AAPL,ambiguous,bearish,Apple yeahhh my 4 puts 260 june [dollar banknote]
101521,2020-03-16,AAPL,panic,bearish,Apple already below the 200 SMA [flushed face]
101522,2020-03-16,AAPL,anxiety,bearish,Apple closed ALL non China stores and now [right arrow curving down]
101523,2020-03-16,AAPL,surprise,bearish,"Apple call premium last friday was insane, 245 call was about $4k/contract. [face with tears of joy]"
101524,2020-03-16,AAPL,disgust,bearish,"Apple how many showrooms closed, by Corona virus [red triangle pointed down] [prohibited]"
101525,2020-03-16,AAPL,anxiety,bearish,Apple what’s the point of halting the market right at open [face with rolling eyes]
101526,2020-03-16,AAPL,ambiguous,bearish,Apple on fire and water can’t put it out.... [grinning cat] [fire]
101527,2020-03-16,AAPL,anxiety,bearish,Apple they waiting on tomorrow to take her down to $230 [smiling face with horns]
101528,2020-03-16,AAPL,ambiguous,bearish,Apple today trump want to dump with his speech. Lol [face with tears of joy]
101529,2020-03-16,TSLA,disgust,bearish,Tesla WHO BOUGHT ABOVE $900 LAST MONTH??? [face with tears of joy]
101530,2020-03-16,DIS,anxiety,bearish,Disney tomorrows going to be interesting [face with monocle] should drop down tomorrow with news talking recession and virus [microbe]
101531,2020-03-16,DIS,depression,bearish,Disney there were two times throughout the day that I could have sold my puts but I waited and yet the algo doesn’t want disney to fall below $90 [man facepalming]
101532,2020-03-16,MSFT,optimism,bearish,"Microsoft i could retire now after my gains today. But I love the game more than the money. So, THE SHOW GOES ON ! [flexed biceps]"
101533,2020-03-16,AAPL,panic,bearish,Apple confirmed! No one will buy anymore iPhones [fearful face]
101535,2020-03-16,TSLA,disgust,bearish,Tesla Shutdown in Fremont. That doesn’t work for Elon’s full tilt shop. I wonder what Elon thinks of the Flu now. [microbe]
101536,2020-03-16,TSLA,disgust,bearish,Tesla if you are pumping this still.... [squinting face with tongue] trend full intact. =dumpster dive
101537,2020-03-16,TSLA,amusement,bearish,"Tesla wow, what a beautiful day. [beaming face with smiling eyes] lets do it again tomorrow?"
101538,2020-03-16,TSLA,disgust,bearish,"Tesla everywhere I go on my bicycle, no dine-in or social gatherings. No Teslas in sight. [bicycle] [house] [house with garden] [hospital] [bank] [hotel] [school] [factory] [automobile] [sport utility vehicle] [delivery truck] [articulated lorry]"
101539,2020-03-16,TSLA,disgust,bearish,Tesla do you want to hear a joke? Buy tesla it's going up [rolling on the floor laughing]
101540,2020-03-16,NKE,panic,bearish,Nike will go down 10% again tomorrow and the day after gonna save myself and buy in April... goodluck [face with medical mask]
101541,2020-03-16,BA,panic,bearish,Boeing will go down 10% again tomorrow and the day after gonna save myself and buy in April... goodluck [face with medical mask] .
101542,2020-03-16,TSLA,ambiguous,bearish,Tesla Down 18.6% and bulls r getting excited [face with tears of joy]
101543,2020-03-17,TSLA,disgust,bearish,Tesla futures are calling for another %10 drop in the morning. At this rate it will be at $300 by the end of the week... or sooner! [face with tears of joy]
101544,2020-03-17,TSLA,ambiguous,bearish,Tesla futures are green [yawning face] yawn haven’t we see this before like 2 weeks ago it’s just going to turn red again you bulls are very delusional [clown face] [face with tears of joy]
101545,2020-03-17,AAPL,anxiety,bearish,Apple [chart decreasing] [kitchen knife] [waving hand light skin tone] sub 200s are next !
101546,2020-03-17,TSLA,optimism,bearish,Tesla going to test 400 tomorrow..bulls better [folded hands] tonight
101547,2020-03-17,TSLA,amusement,bearish,Tesla excited for the cheap puts [money mouth face]
101548,2020-03-17,CCL,excitement,bearish,Carnival can’t wait for this to get pumped up to $16-18 range tomorrow to buy some cheap puts [money mouth face] . After tomorrow it’s right back to reality.
101549,2020-03-17,SBUX,excitement,bearish,Starbucks I can’t wait to see this get torn back down [smiling face with horns]
101550,2020-03-17,TSLA,belief,bearish,Tesla who got trapped in the driverless factoryless moneyless trashlacoin pump this morning [face with thermometer] [winking face] $390 coming
101551,2020-03-17,DIS,optimism,bearish,Disney Pop so I can re-enter on puts [crossed fingers light skin tone]
101552,2020-03-17,TSLA,ambiguous,bearish,"Tesla wheres that 900 fomoing that thought this was going to 10k, don't be shy !! [face with open mouth]"
101553,2020-03-17,TSLA,depression,bearish,Tesla damn. I should have grabbed more puts yesterday. [man shrugging medium light skin tone]
101554,2020-03-17,AMZN,disgust,bearish,Amazon yawns ... sell off at open nothing has changed in one day yet they pump this over news they’re hiring 100k people [face with raised eyebrow]
101555,2020-03-17,TSLA,anger,bearish,Tesla everything up PM but this pig lol [pig] [kitchen knife]
101556,2020-03-17,TSLA,excitement,bearish,Tesla 400s day is today [star struck]
101557,2020-03-17,AMZN,anxiety,bearish,Amazon welcome back to red club [heart suit] [down right arrow] [grimacing face]
101558,2020-03-17,TSLA,disgust,bearish,Tesla dropped it like it's hot [face with tears of joy]
101559,2020-03-17,TSLA,disgust,bearish,Tesla Cathie woods where we at? We still going to 15k? [rolling on the floor laughing]
101560,2020-03-17,TSLA,disgust,bearish,Tesla just checking in to laugh at those who've been buying the 'dip' all the way down. [face with tears of joy]
101561,2020-03-17,TSLA,anxiety,bearish,Tesla [shushing face] guys waiting to load at 150 range.... it’s getting juicy almost there....
101562,2020-03-17,TSLA,amusement,bearish,"Tesla go back to $440, I want to add to my pumps [smiling face with sunglasses]"
101563,2020-03-17,BA,anger,bearish,Boeing crashing faster than a fully functional 737 MAX [airplane arrival] [collision]
101564,2020-03-17,BA,ambiguous,bearish,Boeing added on our SHORT List today! [chart decreasing]
101565,2020-03-17,BA,amusement,bearish,Boeing aaand we kick 100's door [winking face] crazy move
101566,2020-03-17,MSFT,anxiety,bearish,Microsoft Dead cat [cat face] back to 136
101567,2020-03-17,BA,disgust,bearish,Boeing if this falls anymore then it’s weighting in the DOW should be changed. [face with tears of joy]
101568,2020-03-17,NFLX,disgust,bearish,Netflix time to go down now. [face blowing a kiss]
101569,2020-03-17,TSLA,amusement,bearish,Tesla wow that was a mean rally to 450.... [rolling on the floor laughing]
101570,2020-03-17,BA,surprise,bearish,Boeing that drop was insane. Wish i had more puts. Literally the easiest money today. Exited here but will buy more EOD. Just being cautious of news about possible government help this week. [money mouth face] [chart decreasing]
101571,2020-03-17,TSLA,disgust,bearish,Tesla hope ppl also still not bull chasing. Because once top hits we all know how fast they take back 30 pts [grinning face with sweat] I would also hold celebrations. The day just started believe it or not: even if tsla does a full day worth of moves in first hour
101572,2020-03-17,AAPL,anger,bearish,Is Apple going to bail anyone out? F no! [thumbs down]
101573,2020-03-17,TSLA,excitement,bearish,Tesla nice midday pop it fades fast and gets the opening price same like yesterday this is repeating every day from 5 days super easy options play [face with tears of joy] [money mouth face]
101574,2020-03-17,MSFT,belief,bearish,"Microsoft what goes up, MUST COME DOWN [smiling face with horns] [hundred points]"
101576,2020-03-17,DIS,anger,bearish,Disney who are these red-blooded Americans being fleeced at 94? Facebook groups? [sad but relieved face]
101577,2020-03-17,TSLA,panic,bearish,Tesla [face with monocle] [zombie] [crystal ball] only because 450 was the max I can throw at it until tomorrow. Run [speak no evil monkey] [hear no evil monkey] [see no evil monkey] [mouth]
101578,2020-03-17,BA,anger,bearish,Boeing something tells me this is going to open under $100 tomorrow [frowning face with open mouth] [weary face] [face with head bandage]
101579,2020-03-17,BA,anger,bearish,"Boeing Trump: ""We'll be helping Boeing - but the shareholders are fucked."" [face with medical mask]"
101580,2020-03-17,TSLA,anger,bearish,Tesla The markets up and Boeing and Tesla are both down... Two [pile of poo] hole companies that deserve what’s coming to them. Both destroyed by the hubris of their CEOs. A fitting end.
101581,2020-03-17,TSLA,optimism,bearish,Tesla go back to $460 so I can enter again already made $14k I want to double down [face blowing a kiss]
101582,2020-03-17,AAPL,anger,bearish,Apple Closing red & Opening Red [waving hand medium skin tone] [fire] [bear]
101583,2020-03-17,DIS,confusion,bearish,Disney it is just dancing sideways [confused face] . Not sure if it will go
101584,2020-03-17,DIS,ambiguous,bearish,Disney slowly....to....80$ or less [backhand index pointing left] [bottle with popping cork] BULLTRAP [smirking face]
101585,2020-03-17,TSLA,disgust,bearish,Tesla somebody come get this guy. [face with tears of joy]
101586,2020-03-17,AAPL,disgust,bearish,Apple can’t wait to see the bulls faces [flushed face] lol
101587,2020-03-17,TSLA,excitement,bearish,"Tesla $250 i am patient! Just like the other three times! Fill up my calls you fake pump, then die to $250 puts [money bag]"
101588,2020-03-17,TSLA,anger,bearish,Tesla “stay home if you want“ nice! hahah theres compassion in there [thumbs down medium light skin tone] $380
101589,2020-03-17,AAPL,panic,bearish,Apple good luck being insane and holding overnight; lol; i really don’t care. [man shrugging]
101590,2020-03-17,TSLA,anger,bearish,Tesla Who will be looking to buy a Tesla in April or toilet paper? Show of hands. [raised back of hand]
101591,2020-03-17,TSLA,confusion,bearish,"Covered small Tesla short at 428.01 for 6.30 net additional. I didn't notice, but 55 minutes ago I bought it at 430 and sold at 433. I missed noticing that open order! [smiling face] This day is entirely full of wild manipulation in many, many issues."
101592,2020-03-17,AMZN,panic,bearish,"Amazon December 2018 this got to 1300, and we are at 1800 right now amidst one of the biggest global crisis's we've ever faced? [man facepalming]"
101593,2020-03-17,BA,anger,bearish,Boeing 1 trillion in bailout! I bet the printer overheats first [rolling on the floor laughing]
101594,2020-03-17,TSLA,ambiguous,bearish,"Tesla still holding 400 puts [sneezing face] not greedy, I call it patience."
101595,2020-03-17,AAPL,surprise,bullish,Apple 280 bill in cash. 1 bill per day last quarter [collision] [chart increasing] [red apple] [hundred points] only one way it goes!
101596,2020-03-17,AAPL,amusement,bullish,Apple one of the best looking charts out there. I like it for a solid bounce. [crossed fingers medium skin tone]
101597,2020-03-17,BA,anger,bearish,Boeing do you buy because Boeing price is low 2016 low or buy because you see a way out of this mess nah let’s buy now and “hope” this mess gets worked out in three years... [zany face]
101598,2020-03-17,AAPL,belief,bullish,Apple BIG GREEN DAY TOMORROW. Believe it! [crystal ball]
101599,2020-03-17,TSLA,disgust,bearish,Tesla businesses is closing down ...bulls every going to buy the model Y in the middle of a crisis. Also Elon court cases bout to start soon as the virus is clear [face with tears of joy] [man facepalming]
101600,2020-03-17,AAPL,optimism,bullish,"Apple lower gas prices is obviously a boost to the economy, government can buy it at lower prices too [check mark button] adding to the stock pile for cheap"
101601,2020-03-17,DIS,ambiguous,bearish,"Disney buy more calls, let DIS burned your money so that my PUTs will print money for me [grinning squinting face]"
101602,2020-03-17,DIS,anger,bearish,Disney sigh... is $80 out of the money puts? [frowning face] Insufficient funds that’s why. Only thing I can afford. Exp 3/27
